dog iguana fox iguana fox fox,nDGPuXZQubLbhUxr,b'\xa3\x99\x99\xb8\x0e\xad\xaf\x11bh~\xc0;\x92\xecj3\t\xf7\x14\xc3N\xf2qFd\xe4\x03\xbc\xec\x99\xc4',AES
dog iguana fox iguana fox fox,nDGPuXZQubLbhUxr,b'\x02h\xde\xa4\xa2\xb6Nc\xcd1}\x12\x81\x81\xfd<&\xa6U\xb5\x82\xbd\xfe\xb7\x90J\x1c\x8fv\xef\xe0\xbc',DES
dog iguana fox iguana fox fox,nDGPuXZQubLbhUxr,b'\xd9GJ.?!\x9b\x81\x84\xb4\xed\x12\x13\xb7\x86N\xc0Q`\xeb\xf8{\\\xbc\x87\xad\xc2\xb6\xc1',ARC4
iguana dog horse banana iguana horse gorilla cat,EqkGMhVFMAflIAOt,b'\n\xb8\x08\xe9\xaf\xe64\xfeb\x18\x95|\x8c\x04\x89F\x81\n\xa4\t0b\xb7}\xbb\xbf}5\xdf`\x00\x9b6xJ\x97\xb4\xa3\x08\x07\xfa?\x95A\x16\x1f \xe3\\\xdf\xd62Ut\xbf\xe9r\x89\x80\x86!-V\x80',AES
iguana dog horse banana iguana horse gorilla cat,EqkGMhVFMAflIAOt,"b'\xcc\x91\xd0c,D\x06\xc6^ \x1d+\x90Ir7t\x18\xc9\xda\x89\xf4\\D;\xa7]\xa88;O\xaebb\x1a\x81\xd7\xc7+\x7f{\xaaM\x9a\x14\x11\x15+c\x8c\x9d\x95e\x1fa&'",DES
iguana dog horse banana iguana horse gorilla cat,EqkGMhVFMAflIAOt,b'I\xdaw\xd3f:\xdeB=\x96\x10\x8d\xf0\xf3\xdd\x9d\x86)\xb7]\xb3D\x0f\xf3\x96&\x0f\xacU!\x02\x8f\xd8\x9f(\xae\xeb7\x12sJ9\xb7\x03\xf9\xdb\xbc\xa7',ARC4
banana dog horse banana apple jaguar horse horse,GoSpziVaIxCtnOLi,b'XtL\xf1\xcc\xe1\xf4G(U6\x0eg\x86\xaa\x88BAi\xdb\x0b\xb9\x05!\xde\xee~\xe6\xf3\xd4\x1e(\x04\xdc\xf9c?M^SP\xdeI>\x8d\xa0\xefc\xd0f\xcd\xcfX/ \x92\r!\xabiG\xaf\xa5\xac',AES
banana dog horse banana apple jaguar horse horse,GoSpziVaIxCtnOLi,b'\x92\x0c\xd3\xf4\xf7\x1d\xd4\x02\xe63 \xec\xbd\x1e\xb4kyz\x07RL\xe3\xfd\xc8\xb1E\x9fo\xf0\xfcs\xf9\x8c/H\xd3\x1a\x19\x1a\xec\xc2P\xcfX\xa6+F^\x8c\x03\xc4\xd9i\x8c5\xdd',DES
banana dog horse banana apple jaguar horse horse,GoSpziVaIxCtnOLi,"b'\xfaG*\x07\x9d\r.\x83H\xf3\x85\xdc\x15\xed\x10\x0b\xc1\x9d\x8dX\xc5\xac\xc1\xbaI\xfe3Y\x84\xc7\x19""\x87\xd69\\X\t\x98\xebu\xb7m\xcfe!\x95\x14'",ARC4
banana apple cat cat gorilla,bJRamQObSaDQGCfR,"b'\x83\xeeW\x84\xfa\x9e,\xecJ(F\xfd+\x00\xcc\x8a8A""\xa2>\x0c(\xbf\xca!\xa5\xbd\xe1\xcf{\x06'",AES
banana apple cat cat gorilla,bJRamQObSaDQGCfR,b'0{\x99M\xc8r\x1f\t\xca\x86\xa8|\x01h\xfc\x9d\xb67\xd9\xa3\xc3D&\x85\x84\x99\x85\xaa\xe70\x1a\xf1',DES
banana apple cat cat gorilla,bJRamQObSaDQGCfR,b'P\x92@mY~*\xa0\xf4\xaeL\x1a6\x8e\x1c\xe2\xed\x88\x05\xdbi\x0e\xf2N~:\xe7\xbd',ARC4
horse banana jaguar jaguar iguana fox jaguar,hppEwsEFeQxMvwTK,b'Z\xb4\xaa\xf9\xfd`\\\x9e-\x075\xc3\xef>R\xd97\xd5C\x96\xbc\xe2u\xfb\xbf\xe7\xa9v\xb4\xc1%\x87B|\xbf\xf6\xb7Gf\xc7\x19\x9f\xa0\xf7\tl\xa6\xf2',AES
horse banana jaguar jaguar iguana fox jaguar,hppEwsEFeQxMvwTK,b'\x95\xcd\xfa\xfc\xe3Md\xe2+LM\x1bs\xcd.\xe4\xb6\xb4_2G\x1bip\xb2k\x04\x8b(5i\xa6\x82Cl#O\xaeS\x06t\xddd\x95f\xa1v\x83',DES
horse banana jaguar jaguar iguana fox jaguar,hppEwsEFeQxMvwTK,b'\xefQs\xbf\x0bk\xd7\x9e\xa0<\x9c\x12\x84P\xa8\x87IU>N\xb0\x17\x88\xa3\x91\xfc\x92\xb6%\xcd\xf2\xfd\xf9\xc55F\x1e\x17\xc1\xed\x03\x80\x0f\x03',ARC4
fox banana iguana horse,npXMoqbBGdMbzPYH,"b's6\xae&\x89\x88\x99\xec\x7fSa\x1e7XP+\xbd\xcf\xa4\x1f""\x0cX\xdc\x1c\xfb\x81\xd8\xbf5\xf5\x04'",AES
fox banana iguana horse,npXMoqbBGdMbzPYH,b'\xd0\xfa\xd4\xee\xb6t\x7f\xe9\xfb\x9a\xa9;i\x89\xd2\xd8v^)\n\x01\xb4so',DES
fox banana iguana horse,npXMoqbBGdMbzPYH,b'P\xfd\x96b\xd7\x92\xca\xf5\xf1\xc7|\xa8 JS\xc6uh\x94\xa3c\x1b\x9c',ARC4
horse cat fox cat horse gorilla dog,MJZSjsqLmilaEVBC,b'\xb9>\x9b\xe1\xd3\x02b\x9f\x86@\x85V\xfa\xb1\x178\xf9\xfe\xb8\xd2y\xe3\xa2\xaa+\xc5q5c\xba\xce$\xfe\x1e\x1b\xbc\x8a\x06\xe9\xb0\x8d\x82\x96#\xa1\xc76j',AES
horse cat fox cat horse gorilla dog,MJZSjsqLmilaEVBC,"b""MA\xfd\xebT\x87S\xafM\xfe\xaa\x10\xd1'\xaf\x8frL\xfb\xdb\xf9\x03d\x1d\x02\xb5+\xad\x9d\xbbx\xf7\x00\x13\xceN+\x04_T""",DES
horse cat fox cat horse gorilla dog,MJZSjsqLmilaEVBC,b'\xe0\x90\xee\xf7C\xe9\xb0=\xa7\xf1\xb1\x7f\x04\x1d\xdc0\x18\xcb\x05\x01\xc5\xeae\x86b\x8em\xd24\xae\x80zM\x8f\x00',ARC4
banana apple iguana horse,msFQsKRanzLmeljE,"b'\xcdp\xcef\xc7k\xf1!\xf7""\x92\xd7\xf7\x07\x8f\xf5^:\x98z]\xadpQnm\xc5\x0f\xed\xc3\xde\xd0'",AES
banana apple iguana horse,msFQsKRanzLmeljE,"b""w|n\xbd'\xd15z\xb5\x8f\xe2\xbe\xdd\n[}\x19S\xe3\x0cA8\x81\xa8\x19\x9e\x8e\xcc\x06\x9f\xc4\x9d""",DES
banana apple iguana horse,msFQsKRanzLmeljE,b'\xba\xc1\xdf\xfc\xb5\x8c\xda\xb7\xa3U\xc9hSm\xd5\xdc\x1c\x1a\xacY\xc5Z8\xcf\x18',ARC4
gorilla apple cat jaguar elephant elephant elephant,RMxGOiVSqZYAdByl,"b't\xee\xe6\xf8![@n\x02\xf4\xb0\xf9\xf9\x15\xe6\xb3\x98\xbb\xc5\x1a\x1a<DolI9\x8fuf4\xb7O\xc8]s\x1e\x1d\x891\xbc""!\x9e""\xc2\r\xcbH\xc07\x8e}U\xa8$\xf1\x18/39cy\x0e'",AES
gorilla apple cat jaguar elephant elephant elephant,RMxGOiVSqZYAdByl,"b',\xfd\xcfG""%\xde\x80\xe9\xbd1\xea\\\xdd=\xfe\xad\x99.A.N:6\x04L\xd75\xea\xd8=\xf3\x1c\xb9\xa2\x9f\x13\x0b\x18\x1a\xec\x9b9\x9f#t\xfe\xfb\xa5\x07\xff\x18\x89\x01\x173'",DES
gorilla apple cat jaguar elephant elephant elephant,RMxGOiVSqZYAdByl,b'\x06\xfb\xbeP\xf0V?\xc0R\xc8\xf7\x16c\x00\xaao[\xedk\xa4\x0c\xd4\xf7\xfd\x19\tY\x06\xc5\x82\x93\x17\x1c\x83k\xcc\xd1Z\x8b\x13&\x84\xfe\xca\xc1\x9a\x9f\x86\xd50\xc5',ARC4
fox dog banana,GwDnHsiiIrXucCqp,b'\xa8p\xc8j=\xa6\x1f\x92*F\x07\x90\xab=t\xe4',AES
fox dog banana,GwDnHsiiIrXucCqp,b'.bxL1\xd4Kq\x18t/\x1cU\xb6.*',DES
fox dog banana,GwDnHsiiIrXucCqp,b'`=\x8b3\x08\x80\x89\x06\xaa\x8b\x16\x17\x0e\xf9',ARC4
apple dog fox,USjWSWxSUhOPWZJv,b'\x87\xdd\x871-v\xf7Hu\x83;;\xa11=\x0c',AES
apple dog fox,USjWSWxSUhOPWZJv,b'\xfcN*S\xf6\xa2\xeeV9\xe1\x9a\x80\xce\xca\xb0*',DES
apple dog fox,USjWSWxSUhOPWZJv,"b'\xd4,\x90\xb1\xa8C\x9b\x19o\xd5\xc7\x91\x99'",ARC4
banana banana jaguar jaguar jaguar iguana,aqmCtPYsCjPquPQZ,b'$`u\xb1\xde\xe0Jm\xcf\xfe\xd9C\x94\x17K\x1d\xe0\xef\x84\x94\xd6\xaf\x00}E\xdbWk\x01&\xbb\x82\xb8\xa23X\xe2\xe4\x1c\r\xc3\x11\n\xd5h\xa0\xf84',AES
banana banana jaguar jaguar jaguar iguana,aqmCtPYsCjPquPQZ,"b'\x16""r\xf4\xe9j\x89\xe4\x81\xaeR\x1e\xc8=\xd7\xbd\xf0Y\x85/\xa2c,\x0f\xbb_-\x1cXE\xabW\x13}\x10u\x10Fl\xb0}E\x91KX\xca\xaf9'",DES
banana banana jaguar jaguar jaguar iguana,aqmCtPYsCjPquPQZ,b'\xfe\x8d?\xe3\xab\xaf\xc9h\x0b\x16\xaa\x0f\xe6v\xd7=\xe9\x930\x1d\xf7\x86\x96\x93\xa8GM\xb5\x88j\xdb\x9f\xd9\x8eZU\xea\xfc\xa5\xb7\xdc',ARC4
iguana horse elephant fox cat banana gorilla cat,qVQfrCtufNnBsGCM,b'\xcc\x91\x02Cb\xb6;%\xd3\xd2\x05[\xb3\x8e|\xb1\x8c\xb4\x19\x04J|\xdd\x81\xe4S\xf0\x86\xecR\x13l\x96\xde\nj\xfd+\x13>\x82\xf0b;\xe9\xceiZ`\x9f\x93\xc9\xb2\xa5\xab\x89\xd0\x9ff\x99\x0c\xc3\xbd\x85',AES
iguana horse elephant fox cat banana gorilla cat,qVQfrCtufNnBsGCM,"b'\x9a\xf0\x01CX5E""\xe1\x95Z\x13\xe7\x9e\xd8\x87(\xc3@\xea%\xda-D\xe4 \xd5\xdb\xa6\xa9\xe2y\xa3\xa0\xfc\x05\x96D\xd1\xa6\xcd\xab\xd7,\x8aZ\x88\xef\x07d~\xf4\xe7\x89\xbe='",DES
iguana horse elephant fox cat banana gorilla cat,qVQfrCtufNnBsGCM,b'\xcc\x93\xa2\xce1\xe9\xbb\xd9\xb5\x8dMQ\x15\x14\xe9\x1f8\x10\xda\x86\x19\x8e\xe1\x1a\x85\x89\xf6\x16\xfe\x9d.\xea}z\xac@\x85:\xcd\x0f\x8e\x11y\x12ey\x8aB',ARC4
horse horse horse banana horse gorilla iguana elephant,oCfPvBYjAisSFXcz,"b""\xd2\xa8\x90\xbe'\x965E{\x8b\x9cw\x13\xc3\xb1\x82+1\xed\xa5\xcfU\xa4\xdf\xb1C@]\x13\xa4\x98\x84R\xa5g>\x10\x88|\x80\x88\x17\x18\xbaf\x04\x88F\x11\xe0.\xe1\n\x1bk\xb3\x142\x00s\x8df\xa9\xd6""",AES
horse horse horse banana horse gorilla iguana elephant,oCfPvBYjAisSFXcz,b'\x1e\x95-\xf5\x03\xdd\x96\x9cW\x82\xb5O\xf2\x18\xb0\xdc\x80\xcaClvN\xb8X\x9bi\xbbU\xe6\x89rcgL\xd4\xa5j\x1a\x1eE\x83<\xba\\\x97b\xf1\xdc`\xc0\xda\xf3\xa6\x9aNA',DES
horse horse horse banana horse gorilla iguana elephant,oCfPvBYjAisSFXcz,"b""8\xbb\xe6\xa6+\xc7\xa6#\xef/\xf1\xf4\x80\xe7\xa9i#\xe5-~'\x9c.n\x8e\x9a\xecF\x14\\g\x11\x8eX\x890%O\xc9\x96\x9fI\x07\xaf+U\x7f?\x98\x1e\xaf\x88+\xd6""",ARC4
elephant horse elephant fox apple dog,wQTXVgRrEowzLJiZ,"b'\x96\xbb\xaf~\x11\x86\xe2\xd1\x96\xdcs\xe0\xe25\xf6\\""\xe2j\xe7\xc3\xd3""\\\xc8 t^-,D\xa5/\xdb\xe7p\xf2\x84\xed\x1b\x00G\x99\x81\x1c\xb1\xae\xca'",AES
elephant horse elephant fox apple dog,wQTXVgRrEowzLJiZ,b'V\x1a\xbe\x97\x0f\x15\xe0evG\xad\xdfDiq\xef\xa0>\x80?h\xa9\xc8\xe1\xdd\xf6\x0c\\\xe3\x1c\x99\xb8\x0c\x834ZY\x18\xbc\x8b',DES
elephant horse elephant fox apple dog,wQTXVgRrEowzLJiZ,b'\x1eg\xe0\x9a!\x89RD\xcb\xf0SUz5\xbe\x8b\x1d\x89\x18\x90\xb5\xee\xe51D\x82\x16<\xecV\x03^R\x1edt\x85',ARC4
fox elephant elephant banana dog jaguar elephant jaguar,QvEWpKfUUdOEaUUM,b'z\xebS\xffg\xff\xad\xdfd\xcb\xd8\x00\x83\xbf\xf4r\x8c\xc6\xec\xa6\xb7&c\xc0y\x1dqm\x8a3\xa3\xb3*\xbd=A\xb1\x1c\xa7)\\1p\x88\xed\x94\xb5\x0c\xe5\xa8\x9ad\xfa\xaf\xc4+\xb9\xe7z\xbd\x13\xc8\x8b\xd4',AES
fox elephant elephant banana dog jaguar elephant jaguar,QvEWpKfUUdOEaUUM,"b""*F\xd1T\x02y\x94\xd8\xe1\xed\xb6\x0fU\xd3\xc8\x04n\x9e\xaf~,\x81\r\x05w\xc1\xc1\x92P!\x9an\x95\xc7\xaf\xc2g\xc6\xe5\x16q\xb2\x9a(%[\xa5'f\xa0\x1b\x1e\x08\xff)\x1f""",DES
fox elephant elephant banana dog jaguar elephant jaguar,QvEWpKfUUdOEaUUM,b'\xe0\xc5\xa9 /Q\xdf\xf06\xec5=Gjs\xef\xff\x15\x83\x1f\xb0\x06\xa3\x9e\xba\xf1\x10\xc75\xb5\xd9\x83\x9a\x13\xa4\x05\xe9\x9e\x9e\xdd\x92_z\xbe\xf9\x85\xc7\x91Cz\x1b\xa22i\xc4',ARC4
cat elephant banana banana dog apple cat elephant,tyDlWVmmxCNUZWZP,b'\xda\xcb5\x8c\x87\xda8 s\xac%O\xaa\x82\x18\xc7\x92\x05\xc5\xfe\xc3\xab\xa7\x12\xf6\xdfqL`\x9c)\xa8\x0eN\x81\x7fS\xca%\xa2H\xf5._\x1d\xc0E>\x92\xa3\x9b\xd5\xf2\x83\xf6\xaaq\xf4\xd9?\x07V\x08\xb5',AES
cat elephant banana banana dog apple cat elephant,tyDlWVmmxCNUZWZP,b':\xf5B\x0b\xd6|.\xdc@(\xcf\x07\xc9\xf3\xd4^6e\xf7g\x03\xcd\x02Z{Uz\x94\x83\x02\t\xe6\x06<Sd\xee\xa3\xee@\xd9\xa5e\xab`^\xf9\x85TAN\xc3\xab\x10i\xbb',DES
cat elephant banana banana dog apple cat elephant,tyDlWVmmxCNUZWZP,b'/\xd5H!\xd0G\x03\xe4\xfbk\x1b\x80*\xe8|\xfa\x1d\xff\x0e\x06\x9f\xe7\xc3\xe5\x81Y\xad)\xc6\xfa_\x13\xc8\xd0\x1b\x81$#\xffVZ\xf1\x08y\x1f2\xd0Kz',ARC4
jaguar iguana elephant jaguar elephant,ejVzTzRExOZpfVIc,b'\xc3\xbf\xdb\xf9}O\xb1\xb5jl\xa3\xbfZj-\xcb\x9b\x92\x91\xcc\x19\xef\xa6\x02\x074f\xa8Q8^_\x14\xf2\x87=\xf0\xfa\x00a\x0b}\xf3\xe2\xe05#\x9b',AES
jaguar iguana elephant jaguar elephant,ejVzTzRExOZpfVIc,"b""4\xc4\xbd\x04{\x9aIG\r\xa4\xc7\r\xad\x12Wz\x98\x8a\xab\xb3\xa7'\x1f\x93\xec\x1f\x19\xb3\xcb@>\xf3\xbf7\x9a\xb3\xba\\{\xbd""",DES
jaguar iguana elephant jaguar elephant,ejVzTzRExOZpfVIc,b'\x81g\x02\xa1\xba\x80\xa5dS\xc7\xfb\xbc\xc6PNc\xa5\x08\x03\xdeh\x19Y\x96\x7f\xda\x08\x0e\x02\x88_\x90\xd5\xe0\x9c+\xe1\xcd',ARC4
cat fox cat elephant fox apple dog dog,UMwoCOPAWYDwTElx,b'.l3\x82\xfb@^\x9c\x80\xe8\x99U\xbd\xeeJ\x856@\xaf\xcbK\xd11\xf2\x9e\xac\xd6\xa9\xaep\xe30\x05y~\x1a\x06\x08\x9b\xcf\x13\x8b|vr\t\xa9{',AES
cat fox cat elephant fox apple dog dog,UMwoCOPAWYDwTElx,b'\rI\x86\xaf\xfc[u\xc4\xf6\x1b\x98C\tv\xd1\xd8\x01@eE\xdb\x9f\xfd\xa4<\x80\x8f\x10\x906\xb4\xbf\t[\xc6~A\xd9\xf8\xa2',DES
cat fox cat elephant fox apple dog dog,UMwoCOPAWYDwTElx,b'\x03\xf4\xe4\xd4\xe0}3\x02\x0bcf\x88\xc6\xad\n\xa2;\xe8rSE3\x1cl\xad\xb3\x84*\xb16\xbe%\xa8\xb6j\x07\x00u',ARC4
cat dog iguana,OdJRpqdagdgFhQiF,b'*\xaegb\xfdPiY(7Q M\xefsR',AES
cat dog iguana,OdJRpqdagdgFhQiF,b'\xc0\xe5\xa50\x05\xe9\xde\xcau\x82\xf2&\xce\x88C\xa2',DES
cat dog iguana,OdJRpqdagdgFhQiF,b'\x135UN\x97\xbcj\x1eX\x0b\xe6\xbf\x8e\xf9',ARC4
gorilla gorilla iguana cat,IAWtDkQnOkSPtTsm,b'\xe8<-\x0cgE!}\x9a\x80\xbb\xfa]40\xf1\xd3\x03\x1aqc\xfc\x0e\xec\xcf =zr\xc0\x19\xa7',AES
gorilla gorilla iguana cat,IAWtDkQnOkSPtTsm,b'@j\x9e\xf5?\xce\xb3\x92@j\x9e\xf5?\xce\xb3\x92\x7f \x08Udw\xe1h\xd2\xc4c{eO|V',DES
gorilla gorilla iguana cat,IAWtDkQnOkSPtTsm,b'\xd3\xb5{\xbb\xa9\xcc\\O\t\x05\x1e<\xa5\x9f\xf5\xd0#\xd6X\xe6\xba\xc8\xe7\x1cZ\x92',ARC4
iguana dog fox elephant gorilla,DezVNrvbWuQDhFMb,"b'\x0c\xe7\xea\xdb(t\xe9e\x9cZ_\xc3,\xd4\xb2\xaa\xba\x14|\x11\xdfo\xd3\x9a\x8c\xb4\x1a\xdc\xfb|\xfc\xb0'",AES
iguana dog fox elephant gorilla,DezVNrvbWuQDhFMb,b'\xaf)T\xd5\xed\xb7\x8f%m\xc7D;\xff\x81\x80\x89\xe5\xd1:.k;\x1aj\xe9\xd4AA\x94\xfd)\xe1',DES
iguana dog fox elephant gorilla,DezVNrvbWuQDhFMb,b'\xdc\xa0\xa1\xe7/^\x95\xe5m_P8\xb4\x8e\x82\xe0\xa5\xf6_\xa6y\xe6\x9c|\xcc\xa7\xed5q\x9f\xdb',ARC4
cat jaguar dog banana,uZIiXpaMRSejSDlV,b'S\xa5\xb3z\n\xeb\x83\xef\x05\r\xc9\xf8\xaf\xa4\xddv\xba\x88~\xdb!Rx\x853\xf45rm\xae\x8f\x84',AES
cat jaguar dog banana,uZIiXpaMRSejSDlV,b'\x90\xd5G\xbfci#G\x1c\r\xe3\xa1mP\x0b%&S\x83\xb3k\xeaH\xf5',DES
cat jaguar dog banana,uZIiXpaMRSejSDlV,"b""s\x97\xb0'\x7fGf#^gcD\xd0\xa0\x81\xcb\x82\x10\x82\xc5\x0c""",ARC4
banana dog elephant,ylBSyVZebgDfLvJi,b'T\x82\t{\xdc{\xb3\x868WR\x06\x95\xc8#J\xb3:XM\xb7\x9e\xc9e\xa2\xa2\xe0\xe3(_z2',AES
banana dog elephant,ylBSyVZebgDfLvJi,b'R\xde\xac\x12I?\x05]tq\xd3\xf6\xca5\x92X\xea\x94\x19 \xe7\xa8\xabf',DES
banana dog elephant,ylBSyVZebgDfLvJi,b'\xf1\x16@\xf3\xef\xb9\xe7\x01\x89]\x0b\xb1=\xe4\xb5\xb2\xd7\x16J',ARC4
horse banana elephant dog dog banana dog fox,XbXYpZJFwvfBBEUF,b'\x89\xa4\x9d\x1eg~d\xfe_\x9a\x90\xf8\xf1\xba\xd3\xd1\x8e\xa53N.\xaa\x9f\xfd*\xbc\xe0W\x1e\xc0\xdfy\x9a~\xae\t\x10\xf5\x16\x11=\x18Z\xb3\xabW\xa7M',AES
horse banana elephant dog dog banana dog fox,XbXYpZJFwvfBBEUF,b'\x19W\xf6\x11\xfc\xad\xa7\x9a\x02i\x8e\x88\xa3\xb3\x88\x10\xa2j\x1c\x03I\xfb\xe8g\x137\r\xcb}\xea1\xc9\x9c\xaew3#\xf7\xbeu\xd2\\\xda)`m\xa5 ',DES
horse banana elephant dog dog banana dog fox,XbXYpZJFwvfBBEUF,b'/\x90\x13\xc7;&\xe5\xe9\x05\xc7\xa0z\xba\x0ftp\x07\x96\xc0\xde\n\x8bV\xe0HM\x96\x92\xbb\x1a*OI\x82QD\x92\x0e\x85\xc1a\xa0q\xf2',ARC4
cat gorilla banana gorilla cat gorilla banana jaguar,aNpSzALGMFvdBjOa,b'\x0f\xa7v\x17\x1f\x89\x8f\xbd\x91\xaa\xca\x8b\xc0\xfa\xbd\x01\xb5\x83\xf51\xec\x05\xc4Z\xf7\xe0\xb4%\x08\x16\x9c$\x94U\x99N\x81b\xce\xe5\x98\xd5:|\x80\xa9\xa2[Y\n\xc11\x13+%\x1ftI\x15X&\x06u\xe3',AES
cat gorilla banana gorilla cat gorilla banana jaguar,aNpSzALGMFvdBjOa,b'M\xfa\xe9J\x8a/+y1\xda\xed\x9a\x88C\xf7;Gw\xe1\x93\xfa\xd3\xf4\xe5\x1d\xcai\xe2\xc8f\xa6\x8bYi\xednl\x9b\x13\xdf>\x8a\x1c\xf5\x94\x8e@\xc47\x938=\xea\xf0)w',DES
cat gorilla banana gorilla cat gorilla banana jaguar,aNpSzALGMFvdBjOa,"b'0;\xc0\xc3\xd0+b5\\I\xd2\x12\x8e\x03%\xac\xa1>\xc3\x9e\xf2[\x95)\xe7\x9c\x96\xc6\x12v\xfd\xa6\x9e\x1d\xa1\xd5N""&\x90\xe5\xf5\xb5\x9e\xbe\x04\x93\xa3\xdb\xa1\xdd='",ARC4
cat iguana dog banana,ibMuYcsMHbRETgrL,b'S\x00\xec\xb0\x81\xdd\xbbs\x1e5\xf5\x88\xbc2>l>Yl\xd6\xbf\x7f\xb0\x1b\xfb[\n\x8aC\x1a\x00\xa6',AES
cat iguana dog banana,ibMuYcsMHbRETgrL,b'3$.d\x85\x03Z\xaf\xb9\n\x080d\x9b\x11\xfc\x1cN\xa5TR\xd1\xe4\xf9',DES
cat iguana dog banana,ibMuYcsMHbRETgrL,b'\xd1\xfaaVX\xd2r\xcd\xb4\t\xf1\x1d\xca\xd5\xac\xc1\x93(\x18\x8a\xfe',ARC4
fox horse horse elephant jaguar,xUwaiSnUXHXOuCDh,b'\xeb1\xd2\x92\xaf\xc4\xf4\x97\xd3\xd2\xd9+\t\x00Ss(x\x81\xdf\x86\n\xb6\xe1\x13\xbb\xa3B\x03\xb2\x83\xa1',AES
fox horse horse elephant jaguar,xUwaiSnUXHXOuCDh,"b""\xa9\xf7\x96-g\xa3*\xe49\xa8\xbb\xada'\xa1~\xbd\x8d\xc3\xb5\xd3=\x9aa\x11-\xab-N\x93\xf0M""",DES
fox horse horse elephant jaguar,xUwaiSnUXHXOuCDh,"b""\xa9\xcf\x89\xc3\x12re\x9ap\x830\x8bwc\xcaA'jK\xdb\xd0\xb2\x916\x01\x92Gs\x8bP\x1e""",ARC4
Original String,Key,Encrypted String,Encryption Name
jaguar horse jaguar gorilla,pfySlvzKKSQZhifl,b'\xfd!<\xea\x83\xe9\xb9\x1a\xbc[\xef`~\xbac\xe7\x7f\xa4\xbb\xd8:\x83d\xda;Ql~\xf7kPz',AES
jaguar horse jaguar gorilla,pfySlvzKKSQZhifl,b's\xde\xbb7\xbd\xb7N\x88TD\xc2\xbd+\xb7\x18$\x04\x89\xb3bt$g\xbc\x8e\xde\xc4\xae\x15\xc5\xea&',DES
jaguar horse jaguar gorilla,pfySlvzKKSQZhifl,b'\xf2\xda\xeb\xe6Z\x8f\xb7\x1e\xd6.5\\Wf\x150\xf6\x816~\xc0g\xe5\x81\x85\xd1\x08',ARC4
gorilla cat cat fox gorilla fox gorilla,kSjCxJYRgWBVCgrj,"b'\x03\xc8\xc0\x9d]\xa2[I\xb9c\x83h\xc20tT\t\x96\xf8JM""N\r\xa2\xfc\x08\x86\xfc\x03\xd6G\xd1R\x98\xbe\x14\xb8\x07\xef2\x82\t\x90\xb2\xe2}@'",AES
gorilla cat cat fox gorilla fox gorilla,kSjCxJYRgWBVCgrj,"b""\x1b\x8e\xbb/\x12\xe8\x1c\xf0j8\xb82T<\xcd\xd2=]\x8d\x8d'\x90+\xc6\x10\xa0\r\x87b\xff\xed\x1f\xf7/\xeeh\xe5c2\xea""",DES
gorilla cat cat fox gorilla fox gorilla,kSjCxJYRgWBVCgrj,"b'$\x9dR\t\x0c\x01""Ccv\xce\xc9\x85\x18\xc6\xfaA_\x80W\x05\x85ku\xf2h=\x08N\x11,7\x058\xef><\x7f^'",ARC4
fox jaguar iguana cat horse apple,QVRaqEkBfBHQxPeH,b'\xc6/\\\xa0\x81\x9e\xda\x1er\x1e\x9dyh\xfc\x99\xbb\xf31\xe1d\x1f\xbenC\x08\xbb\xf4\x97a\xadU>\xfe\xaaM\xa2\xe4\x15\xe1\x9b\x1fi\x99\x8f\xb9\xcb\xb3\xa8',AES
fox jaguar iguana cat horse apple,QVRaqEkBfBHQxPeH,b'\xe2\x12\x9f\x04\x87wb\x9b\x15v\xe1\x8c?Iu\xab\xce9\x83\xa9x\xcfnF\x90)\x8c\x1f2\xf0\x8d\x0ej\xd8\xfa\xae\xac\xbd\x8c\xb4',DES
fox jaguar iguana cat horse apple,QVRaqEkBfBHQxPeH,b'\xb8\xd3\x163\xd5$2\xdb\x9c\xd5\x1f\xeb\x98\xd8\t\xaa<\xbd\n\xf8\xc1\xe0\xdb\x98\xd3\xfc*\xc4\xd4\rl#\xea',ARC4
elephant jaguar cat cat banana,kiIrekBUgfdWUGYO,"b'\xd1JnT+mZ\x8a\xfbx\xd9\xba$j\xf3d\xbdS\x14En\xe1KZIr\xde\xf0>\x96""\x9f'",AES
elephant jaguar cat cat banana,kiIrekBUgfdWUGYO,"b""\x9eI\x1dFiH.\x97.\x8e\x83\x94\x94\xc4\xc6\x86o\xa9Px\x92k\x12\x8920'\xf2\xf1\xa0\xe5f""",DES
elephant jaguar cat cat banana,kiIrekBUgfdWUGYO,"b""\x8c)\x01t\xd3\x97\x7f\xd8=!\xe7\xf1\x1d'\x86\x11^\xed&CJ\xc4Y\xd7\x85LP\xcf,\xb2""",ARC4
iguana iguana banana apple jaguar banana horse,FEQAVqaNkdZnxNdy,b'\nd\xbb\xe9\x9c1*\xc06\xfb\xb6\xe1^E\x10\x9b\x9f\x07H\x8c\xb5%\xf0?\x05>\xb9\xce\x1d\xba%F\xb1\x85\x00\xdf:L\xec\xf7\x03L\x8a\xcc\xb7{U\x85',AES
iguana iguana banana apple jaguar banana horse,FEQAVqaNkdZnxNdy,b'\xcf\xcd\xfe2\x1e\xe5\xff\x0f\xb6s\xf3\x18\x9c\x1e\xff\xe1P:\x01\xd3\x7fU\xdeu\x8c\x84+\x8cIT\xdb-\xef!\x0fx{\x8e\x08\xba\xc1\x8a\xf6Z\xbf\x04S\xe8',DES
